06092016,12:32:18,A01,HHC_Box3,0215274233
06092016,12:32:18,B01,HHC_Box3,0215273025
06092016,12:32:18,C01,HHC_Box3,No Tube
06092016,12:32:18,D01,HHC_Box3,No Tube
06092016,12:32:18,E01,HHC_Box3,0215297633
06092016,12:32:18,F01,HHC_Box3,No Tube
06092016,12:32:18,G01,HHC_Box3,No Tube
06092016,12:32:18,H01,HHC_Box3,0215274130
06092016,12:32:18,A02,HHC_Box3,No Tube
06092016,12:32:18,B02,HHC_Box3,0215274222
06092016,12:32:18,C02,HHC_Box3,No Tube
06092016,12:32:18,D02,HHC_Box3,0215273039
06092016,12:32:18,E02,HHC_Box3,No Tube
06092016,12:32:18,F02,HHC_Box3,No Tube
06092016,12:32:18,G02,HHC_Box3,0215273055
06092016,12:32:18,H02,HHC_Box3,0215274211
06092016,12:32:18,A03,HHC_Box3,0215274203
06092016,12:32:18,B03,HHC_Box3,0215273020
06092016,12:32:18,C03,HHC_Box3,No Tube
06092016,12:32:18,D03,HHC_Box3,No Tube
06092016,12:32:18,E03,HHC_Box3,No Tube
06092016,12:32:18,F03,HHC_Box3,No Tube
06092016,12:32:18,G03,HHC_Box3,0215274216
06092016,12:32:18,H03,HHC_Box3,0215274128
06092016,12:32:18,A04,HHC_Box3,No Tube
06092016,12:32:18,B04,HHC_Box3,0215273061
06092016,12:32:18,C04,HHC_Box3,No Tube
06092016,12:32:18,D04,HHC_Box3,0215274220
06092016,12:32:18,E04,HHC_Box3,No Tube
06092016,12:32:18,F04,HHC_Box3,No Tube
06092016,12:32:18,G04,HHC_Box3,0215274281
06092016,12:32:18,H04,HHC_Box3,0215273004
06092016,12:32:18,A05,HHC_Box3,0215273065
06092016,12:32:18,B05,HHC_Box3,No Tube
06092016,12:32:18,C05,HHC_Box3,0215274135
06092016,12:32:18,D05,HHC_Box3,0215273045
06092016,12:32:18,E05,HHC_Box3,0215274162
06092016,12:32:18,F05,HHC_Box3,No Tube
06092016,12:32:18,G05,HHC_Box3,0215274175
06092016,12:32:18,H05,HHC_Box3,0215274163
06092016,12:32:18,A06,HHC_Box3,No Tube
06092016,12:32:18,B06,HHC_Box3,No Tube
06092016,12:32:18,C06,HHC_Box3,0215274223
06092016,12:32:18,D06,HHC_Box3,No Tube
06092016,12:32:18,E06,HHC_Box3,No Tube
06092016,12:32:18,F06,HHC_Box3,No Tube
06092016,12:32:18,G06,HHC_Box3,No Tube
06092016,12:32:18,H06,HHC_Box3,0215274285
06092016,12:32:18,A07,HHC_Box3,0215274144
06092016,12:32:18,B07,HHC_Box3,0215272978
06092016,12:32:18,C07,HHC_Box3,0215274209
06092016,12:32:18,D07,HHC_Box3,No Tube
06092016,12:32:18,E07,HHC_Box3,0215274303
06092016,12:32:18,F07,HHC_Box3,No Tube
06092016,12:32:18,G07,HHC_Box3,0215273043
06092016,12:32:18,H07,HHC_Box3,0215274307
06092016,12:32:18,A08,HHC_Box3,No Tube
06092016,12:32:18,B08,HHC_Box3,No Tube
06092016,12:32:18,C08,HHC_Box3,0215274169
06092016,12:32:18,D08,HHC_Box3,No Tube
06092016,12:32:18,E08,HHC_Box3,No Tube
06092016,12:32:18,F08,HHC_Box3,No Tube
06092016,12:32:18,G08,HHC_Box3,No Tube
06092016,12:32:18,H08,HHC_Box3,No Tube
06092016,12:32:18,A09,HHC_Box3,No Tube
06092016,12:32:18,B09,HHC_Box3,No Tube
06092016,12:32:18,C09,HHC_Box3,0215273064
06092016,12:32:18,D09,HHC_Box3,No Tube
06092016,12:32:18,E09,HHC_Box3,No Tube
06092016,12:32:18,F09,HHC_Box3,No Tube
06092016,12:32:18,G09,HHC_Box3,0215274164
06092016,12:32:18,H09,HHC_Box3,0215274194
06092016,12:32:18,A10,HHC_Box3,No Tube
06092016,12:32:18,B10,HHC_Box3,0215272979
06092016,12:32:18,C10,HHC_Box3,0215274133
06092016,12:32:18,D10,HHC_Box3,No Tube
06092016,12:32:18,E10,HHC_Box3,No Tube
06092016,12:32:18,F10,HHC_Box3,0215274308
06092016,12:32:18,G10,HHC_Box3,0215274168
06092016,12:32:18,H10,HHC_Box3,0215292081
06092016,12:32:18,A11,HHC_Box3,0215273041
06092016,12:32:18,B11,HHC_Box3,0215274152
06092016,12:32:18,C11,HHC_Box3,No Tube
06092016,12:32:18,D11,HHC_Box3,0215274139
06092016,12:32:18,E11,HHC_Box3,No Tube
06092016,12:32:18,F11,HHC_Box3,No Tube
06092016,12:32:18,G11,HHC_Box3,0215274141
06092016,12:32:18,H11,HHC_Box3,0215273053
06092016,12:32:18,A12,HHC_Box3,No Tube
06092016,12:32:18,B12,HHC_Box3,No Tube
06092016,12:32:18,C12,HHC_Box3,0215274199
06092016,12:32:18,D12,HHC_Box3,0215274197
06092016,12:32:18,E12,HHC_Box3,No Tube
06092016,12:32:18,F12,HHC_Box3,No Tube
06092016,12:32:18,G12,HHC_Box3,0215274210
06092016,12:32:18,H12,HHC_Box3,0215274149
