06092016,12:31:46,A01,HHC_Box2,No Tube
06092016,12:31:46,B01,HHC_Box2,No Tube
06092016,12:31:46,C01,HHC_Box2,0215274146
06092016,12:31:46,D01,HHC_Box2,No Tube
06092016,12:31:46,E01,HHC_Box2,No Tube
06092016,12:31:46,F01,HHC_Box2,No Tube
06092016,12:31:46,G01,HHC_Box2,0215273003
06092016,12:31:46,H01,HHC_Box2,0215274165
06092016,12:31:46,A02,HHC_Box2,0215274290
06092016,12:31:46,B02,HHC_Box2,0215292099
06092016,12:31:46,C02,HHC_Box2,No Tube
06092016,12:31:46,D02,HHC_Box2,No Tube
06092016,12:31:46,E02,HHC_Box2,No Tube
06092016,12:31:46,F02,HHC_Box2,0215274228
06092016,12:31:46,G02,HHC_Box2,0215292080
06092016,12:31:46,H02,HHC_Box2,0215274208
06092016,12:31:46,A03,HHC_Box2,No Tube
06092016,12:31:46,B03,HHC_Box2,No Tube
06092016,12:31:46,C03,HHC_Box2,No Tube
06092016,12:31:46,D03,HHC_Box2,No Tube
06092016,12:31:46,E03,HHC_Box2,No Tube
06092016,12:31:46,F03,HHC_Box2,No Tube
06092016,12:31:46,G03,HHC_Box2,No Tube
06092016,12:31:46,H03,HHC_Box2,0215273026
06092016,12:31:46,A04,HHC_Box2,0215273553
06092016,12:31:46,B04,HHC_Box2,0215301053
06092016,12:31:46,C04,HHC_Box2,No Tube
06092016,12:31:46,D04,HHC_Box2,No Tube
06092016,12:31:46,E04,HHC_Box2,No Tube
06092016,12:31:46,F04,HHC_Box2,0215297635
06092016,12:31:46,G04,HHC_Box2,0215300999
06092016,12:31:46,H04,HHC_Box2,0215292096
06092016,12:31:46,A05,HHC_Box2,0215273487
06092016,12:31:46,B05,HHC_Box2,No Tube
06092016,12:31:46,C05,HHC_Box2,No Tube
06092016,12:31:46,D05,HHC_Box2,No Tube
06092016,12:31:46,E05,HHC_Box2,0215292134
06092016,12:31:46,F05,HHC_Box2,0215292106
06092016,12:31:46,G05,HHC_Box2,No Tube
06092016,12:31:46,H05,HHC_Box2,0215301077
06092016,12:31:46,A06,HHC_Box2,No Tube
06092016,12:31:46,B06,HHC_Box2,No Tube
06092016,12:31:46,C06,HHC_Box2,0215292142
06092016,12:31:46,D06,HHC_Box2,No Tube
06092016,12:31:46,E06,HHC_Box2,No Tube
06092016,12:31:46,F06,HHC_Box2,0215301030
06092016,12:31:46,G06,HHC_Box2,0215292069
06092016,12:31:46,H06,HHC_Box2,0215301081
06092016,12:31:46,A07,HHC_Box2,No Tube
06092016,12:31:46,B07,HHC_Box2,0215301048
06092016,12:31:46,C07,HHC_Box2,No Tube
06092016,12:31:46,D07,HHC_Box2,No Tube
06092016,12:31:46,E07,HHC_Box2,0215301021
06092016,12:31:46,F07,HHC_Box2,0215301070
06092016,12:31:46,G07,HHC_Box2,No Tube
06092016,12:31:46,H07,HHC_Box2,0215292143
06092016,12:31:46,A08,HHC_Box2,No Tube
06092016,12:31:46,B08,HHC_Box2,No Tube
06092016,12:31:46,C08,HHC_Box2,0215292147
06092016,12:31:46,D08,HHC_Box2,No Tube
06092016,12:31:46,E08,HHC_Box2,0215297686
06092016,12:31:46,F08,HHC_Box2,0215292140
06092016,12:31:46,G08,HHC_Box2,No Tube
06092016,12:31:46,H08,HHC_Box2,No Tube
06092016,12:31:46,A09,HHC_Box2,0215273639
06092016,12:31:46,B09,HHC_Box2,No Tube
06092016,12:31:46,C09,HHC_Box2,No Tube
06092016,12:31:46,D09,HHC_Box2,No Tube
06092016,12:31:46,E09,HHC_Box2,No Tube
06092016,12:31:46,F09,HHC_Box2,No Tube
06092016,12:31:46,G09,HHC_Box2,No Tube
06092016,12:31:46,H09,HHC_Box2,0215300996
06092016,12:31:46,A10,HHC_Box2,0215292156
06092016,12:31:46,B10,HHC_Box2,0215292129
06092016,12:31:46,C10,HHC_Box2,No Tube
06092016,12:31:46,D10,HHC_Box2,0215292132
06092016,12:31:46,E10,HHC_Box2,0215292141
06092016,12:31:46,F10,HHC_Box2,No Tube
06092016,12:31:46,G10,HHC_Box2,0215301026
06092016,12:31:46,H10,HHC_Box2,0215292105
06092016,12:31:46,A11,HHC_Box2,0215301000
06092016,12:31:46,B11,HHC_Box2,0215301082
06092016,12:31:46,C11,HHC_Box2,No Tube
06092016,12:31:46,D11,HHC_Box2,No Tube
06092016,12:31:46,E11,HHC_Box2,0215301032
06092016,12:31:46,F11,HHC_Box2,No Tube
06092016,12:31:46,G11,HHC_Box2,0215301058
06092016,12:31:46,H11,HHC_Box2,0215292083
06092016,12:31:46,A12,HHC_Box2,0215292072
06092016,12:31:46,B12,HHC_Box2,0215292146
06092016,12:31:46,C12,HHC_Box2,No Tube
06092016,12:31:46,D12,HHC_Box2,No Tube
06092016,12:31:46,E12,HHC_Box2,No Tube
06092016,12:31:46,F12,HHC_Box2,0215297634
06092016,12:31:46,G12,HHC_Box2,No Tube
06092016,12:31:46,H12,HHC_Box2,No Tube
