07092016,11:27:20,A01,HHC1,No Tube
07092016,11:27:20,B01,HHC1,0215274261
07092016,11:27:20,C01,HHC1,0215274158
07092016,11:27:20,D01,HHC1,0215274245
07092016,11:27:20,E01,HHC1,0215274200
07092016,11:27:20,F01,HHC1,0215272998
07092016,11:27:20,G01,HHC1,0215273487
07092016,11:27:20,H01,HHC1,0215292142
07092016,11:27:20,A02,HHC1,0215274156
07092016,11:27:20,B02,HHC1,0215273000
07092016,11:27:20,C02,HHC1,0215274273
07092016,11:27:20,D02,HHC1,0215274171
07092016,11:27:20,E02,HHC1,0215273048
07092016,11:27:20,F02,HHC1,0215273071
07092016,11:27:20,G02,HHC1,0215273639
07092016,11:27:20,H02,HHC1,0215292147
07092016,11:27:20,A03,HHC1,0215292124
07092016,11:27:20,B03,HHC1,0215273049
07092016,11:27:20,C03,HHC1,0215274271
07092016,11:27:20,D03,HHC1,0215274219
07092016,11:27:20,E03,HHC1,0215274193
07092016,11:27:20,F03,HHC1,0215274129
07092016,11:27:20,G03,HHC1,0215292156
07092016,11:27:20,H03,HHC1,0215301033
07092016,11:27:20,A04,HHC1,0215274177
07092016,11:27:20,B04,HHC1,0215274143
07092016,11:27:20,C04,HHC1,0215292076
07092016,11:27:20,D04,HHC1,0215274155
07092016,11:27:20,E04,HHC1,0215274150
07092016,11:27:20,F04,HHC1,0215274253
07092016,11:27:20,G04,HHC1,0215301000
07092016,11:27:20,H04,HHC1,0215292132
07092016,11:27:20,A05,HHC1,0215273057
07092016,11:27:20,B05,HHC1,0215274268
07092016,11:27:20,C05,HHC1,0215274251
07092016,11:27:20,D05,HHC1,0215274204
07092016,11:27:20,E05,HHC1,0215274195
07092016,11:27:20,F05,HHC1,0215274263
07092016,11:27:20,G05,HHC1,0215292072
07092016,11:27:20,H05,HHC1,0215292134
07092016,11:27:20,A06,HHC1,0215274279
07092016,11:27:20,B06,HHC1,0215274180
07092016,11:27:20,C06,HHC1,0215274315
07092016,11:27:20,D06,HHC1,0215274252
07092016,11:27:20,E06,HHC1,0215272996
07092016,11:27:20,F06,HHC1,0215292100
07092016,11:27:20,G06,HHC1,0215292099
07092016,11:27:20,H06,HHC1,0215301021
07092016,11:27:20,A07,HHC1,0215274274
07092016,11:27:20,B07,HHC1,0215274277
07092016,11:27:20,C07,HHC1,0215274212
07092016,11:27:20,D07,HHC1,0215274294
07092016,11:27:20,E07,HHC1,0215274265
07092016,11:27:20,F07,HHC1,0215274214
07092016,11:27:20,G07,HHC1,0215301053
07092016,11:27:20,H07,HHC1,0215297686
07092016,11:27:20,A08,HHC1,0215273001
07092016,11:27:20,B08,HHC1,0215273069
07092016,11:27:20,C08,HHC1,0215274186
07092016,11:27:20,D08,HHC1,0215274298
07092016,11:27:20,E08,HHC1,0215274314
07092016,11:27:20,F08,HHC1,0215274278
07092016,11:27:20,G08,HHC1,0215301048
07092016,11:27:20,H08,HHC1,0215292141
07092016,11:27:20,A09,HHC1,0215274218
07092016,11:27:20,B09,HHC1,0215274292
07092016,11:27:20,C09,HHC1,0215292077
07092016,11:27:20,D09,HHC1,0215292073
07092016,11:27:20,E09,HHC1,0215297684
07092016,11:27:20,F09,HHC1,0215274207
07092016,11:27:20,G09,HHC1,0215292129
07092016,11:27:20,H09,HHC1,0215301032
07092016,11:27:20,A10,HHC1,0215274229
07092016,11:27:20,B10,HHC1,0215301076
07092016,11:27:20,C10,HHC1,0215274312
07092016,11:27:20,D10,HHC1,0215274159
07092016,11:27:20,E10,HHC1,0215292098
07092016,11:27:20,F10,HHC1,0215274290
07092016,11:27:20,G10,HHC1,0215301082
07092016,11:27:20,H10,HHC1,0215301004
07092016,11:27:20,A11,HHC1,0215274264
07092016,11:27:20,B11,HHC1,0215274255
07092016,11:27:20,C11,HHC1,0215274282
07092016,11:27:20,D11,HHC1,0215274258
07092016,11:27:20,E11,HHC1,0215274221
07092016,11:27:20,F11,HHC1,0215273553
07092016,11:27:20,G11,HHC1,0215292146
07092016,11:27:20,H11,HHC1,0215274228
07092016,11:27:20,A12,HHC1,0215274304
07092016,11:27:20,B12,HHC1,0215273027
07092016,11:27:20,C12,HHC1,0215274202
07092016,11:27:20,D12,HHC1,0215274236
07092016,11:27:20,E12,HHC1,0215274288
07092016,11:27:20,F12,HHC1,0215301078
07092016,11:27:20,G12,HHC1,0215274146
07092016,11:27:20,H12,HHC1,0215297635
