07092016,11:28:36,A01,HHC5,No Tube
07092016,11:28:36,B01,HHC5,0215274170
07092016,11:28:36,C01,HHC5,0215292154
07092016,11:28:36,D01,HHC5,0215301027
07092016,11:28:36,E01,HHC5,0215273006
07092016,11:28:36,F01,HHC5,0215274317
07092016,11:28:36,G01,HHC5,0215274178
07092016,11:28:36,H01,HHC5,No Tube
07092016,11:28:36,A02,HHC5,0215274234
07092016,11:28:36,B02,HHC5,0215297637
07092016,11:28:36,C02,HHC5,0215301031
07092016,11:28:36,D02,HHC5,0215300997
07092016,11:28:36,E02,HHC5,0215274191
07092016,11:28:36,F02,HHC5,0215274190
07092016,11:28:36,G02,HHC5,0215274134
07092016,11:28:36,H02,HHC5,No Tube
07092016,11:28:36,A03,HHC5,0215274232
07092016,11:28:36,B03,HHC5,0215274319
07092016,11:28:36,C03,HHC5,0215290031
07092016,11:28:36,D03,HHC5,0215292135
07092016,11:28:36,E03,HHC5,0215273644
07092016,11:28:36,F03,HHC5,0215274301
07092016,11:28:36,G03,HHC5,0215292078
07092016,11:28:36,H03,HHC5,No Tube
07092016,11:28:36,A04,HHC5,0215274309
07092016,11:28:36,B04,HHC5,0215274225
07092016,11:28:36,C04,HHC5,0215274316
07092016,11:28:36,D04,HHC5,0215292120
07092016,11:28:36,E04,HHC5,0215274217
07092016,11:28:36,F04,HHC5,0215273021
07092016,11:28:36,G04,HHC5,0215274238
07092016,11:28:36,H04,HHC5,0215302669
07092016,11:28:36,A05,HHC5,0215292074
07092016,11:28:36,B05,HHC5,0215274249
07092016,11:28:36,C05,HHC5,0215292116
07092016,11:28:36,D05,HHC5,0215273029
07092016,11:28:36,E05,HHC5,0215274205
07092016,11:28:36,F05,HHC5,0215297642
07092016,11:28:36,G05,HHC5,0215274172
07092016,11:28:36,H05,HHC5,0215298333
07092016,11:28:36,A06,HHC5,0215274147
07092016,11:28:36,B06,HHC5,0215274132
07092016,11:28:36,C06,HHC5,0215301071
07092016,11:28:36,D06,HHC5,0215292109
07092016,11:28:36,E06,HHC5,0215274157
07092016,11:28:36,F06,HHC5,0215273019
07092016,11:28:36,G06,HHC5,0215274241
07092016,11:28:36,H06,HHC5,0215301250
07092016,11:28:36,A07,HHC5,0215292075
07092016,11:28:36,B07,HHC5,0215274137
07092016,11:28:36,C07,HHC5,0215301055
07092016,11:28:36,D07,HHC5,0215271870
07092016,11:28:36,E07,HHC5,0215274176
07092016,11:28:36,F07,HHC5,0215274235
07092016,11:28:36,G07,HHC5,0215274226
07092016,11:28:36,H07,HHC5,0215302587
07092016,11:28:36,A08,HHC5,0215274262
07092016,11:28:36,B08,HHC5,0215292079
07092016,11:28:36,C08,HHC5,0215289964
07092016,11:28:36,D08,HHC5,0215297636
07092016,11:28:36,E08,HHC5,0215274201
07092016,11:28:36,F08,HHC5,0215274192
07092016,11:28:36,G08,HHC5,0215274140
07092016,11:28:36,H08,HHC5,0215302718
07092016,11:28:36,A09,HHC5,0215272995
07092016,11:28:36,B09,HHC5,0215301009
07092016,11:28:36,C09,HHC5,0215271859
07092016,11:28:36,D09,HHC5,0215292128
07092016,11:28:36,E09,HHC5,0215274213
07092016,11:28:36,F09,HHC5,0215274148
07092016,11:28:36,G09,HHC5,0215274189
07092016,11:28:36,H09,HHC5,0215298342
07092016,11:28:36,A10,HHC5,0215274297
07092016,11:28:36,B10,HHC5,0215292095
07092016,11:28:36,C10,HHC5,0215289980
07092016,11:28:36,D10,HHC5,0215292118
07092016,11:28:36,E10,HHC5,0215274310
07092016,11:28:36,F10,HHC5,0215274287
07092016,11:28:36,G10,HHC5,0215274246
07092016,11:28:36,H10,HHC5,0215302683
07092016,11:28:36,A11,HHC5,0215274272
07092016,11:28:36,B11,HHC5,0215274267
07092016,11:28:36,C11,HHC5,0215274166
07092016,11:28:36,D11,HHC5,0215300998
07092016,11:28:36,E11,HHC5,0215274151
07092016,11:28:36,F11,HHC5,0215274260
07092016,11:28:36,G11,HHC5,0215274198
07092016,11:28:36,H11,HHC5,0215302658
07092016,11:28:36,A12,HHC5,0215274318
07092016,11:28:36,B12,HHC5,0215292133
07092016,11:28:36,C12,HHC5,0215274138
07092016,11:28:36,D12,HHC5,0215273031
07092016,11:28:36,E12,HHC5,0215273023
07092016,11:28:36,F12,HHC5,0215274181
07092016,11:28:36,G12,HHC5,0215274182
07092016,11:28:36,H12,HHC5,0215302092
